timestamp_hour_utc,ac_unit,supply_air_temp_c_mean,supply_air_temp_c_min,supply_air_temp_c_max,return_air_temp_c_mean,return_air_temp_c_min,return_air_temp_c_max,fan_speed_pct_mean,compressor_utilization_pct_mean,ac_delta_t_c_mean,cooling_strength_proxy_mean,samples_15min,expected_samples_15min,data_coverage,evidence
2022-07-01T04:00:00+00:00,cdz3,19.20416654,19.15999978,19.28333306,24.08444477,24.0433335,24.16777842,60,0,4.880278227,2.928166936,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T04:00:00+00:00,cdz4,19.02138903,18.95111141,19.10222217,25.73222249,25.7122228,25.75777766,60,32.70833333,6.710833459,4.026500076,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T04:00:00+00:00,cdz5,23.98916663,23.95888873,24,24.91999969,24.89999962,24.95555539,60,0,0.9308330695,0.5584998417,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T04:00:00+00:00,cdz6,23.70000076,23.70000076,23.70000076,24.58861145,24.56666692,24.60000038,60,0,0.8886106862,0.5331664117,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz1,24.05055575,23.94111089,24.10000038,23.96666654,23.94777758,23.98666662,60,0,0.005833355586,0.003500013351,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz2,22.6286116,22.55333354,22.69666742,24.50305557,24.46777765,24.52111119,60,0,1.874443965,1.124666379,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz3,18.52833332,18.18777816,18.92666639,24.12666708,24.11111153,24.1500003,60,0,5.598333761,3.359000257,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz4,18.07194475,17.63444491,18.69888939,25.91444412,25.79999926,26,60.07777778,41,7.842499373,4.711904253,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz5,23.90361074,23.89999962,23.90888854,24.89249959,24.87777731,24.8988885,60,0,0.9888888465,0.5933333079,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T05:00:00+00:00,cdz6,23.70000076,23.70000076,23.70000076,24.51666673,24.50111112,24.53222235,60,0,0.8166659673,0.4899995804,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz1,24.17805623,24.15444503,24.20000076,23.97583324,23.96222208,23.99444442,60,0,0,0,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz2,22.74333344,22.70000076,22.77666626,24.57527806,24.54555573,24.60555596,60,0,1.83194463,1.099166778,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz3,18.16027799,18.06777802,18.2511112,24.15055584,24.09111146,24.20444457,60,0,5.990277857,3.594166714,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz4,17.60388912,17.54444461,17.69777798,26.03555569,26,26.08222254,60.08055556,45.35277778,8.431666576,5.065858464,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz5,23.92055525,23.90444408,23.94777758,24.89416626,24.88333289,24.90777743,60,0,0.9736110104,0.5841666063,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T06:00:00+00:00,cdz6,23.70305627,23.70000076,23.7122228,24.52861121,24.51000004,24.56000023,60,0,0.8255549378,0.4953329627,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz1,24.45305567,24.23777796,24.56777804,24.25527736,23.94333312,24.38666623,60,0,0,0,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz2,23.09638888,22.79999924,23.29888852,24.88194447,24.62555601,25.04666684,60,0,1.785555585,1.071333351,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz3,17.3463888,16.87666634,18.04444461,24.53388908,24.29111063,24.67333393,60,0,7.187500281,4.312500168,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz4,17.37888908,17.21111168,17.60222223,26.32833314,26.15777832,26.40777743,67.43611111,55.61666667,8.949444061,6.04407166,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz5,24.14472207,23.90222185,24.29666595,25.12888907,24.884444,25.23555578,60,0,0.984166993,0.5905001958,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T07:00:00+00:00,cdz6,23.95583367,23.70000076,24.10000038,24.79888867,24.51333338,24.92555527,60,0,0.8430549992,0.5058329995,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz1,24.56972249,24.52666677,24.60000038,24.31333286,24.27333298,24.35444389,60,0,0,0,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz2,22.97944432,22.65444486,23.31555485,24.95638872,24.90999966,25.00111112,60,0,1.976944404,1.186166643,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz3,16.39277769,15.91555565,16.92888862,25.04972235,24.74555581,25.23666687,60,8.25,8.656944659,5.194166795,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz4,17.7533333,17.25666661,18.28333316,26.53166679,26.39999962,26.65333392,77.38611111,64.11666667,8.778333489,6.77998023,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz5,24.28194396,24.26777751,24.29999924,25.2552777,25.23444468,25.28555501,60,0,0.9733337402,0.5840002441,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T08:00:00+00:00,cdz6,24.09111146,24.08111142,24.10000038,24.90888854,24.89999962,24.9277775,60,0,0.8177770827,0.4906662496,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz1,24.59805593,24.59222257,24.60000038,24.33583293,24.27222188,24.41777746,60,0,0,0,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz2,23.10499983,22.87111051,23.47222212,24.93805532,24.91111077,24.99555554,60,0,1.833055486,1.099833291,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz3,16.50638884,16.12111134,16.80888873,25.04916685,24.95222204,25.14333388,60,6.358333333,8.542778012,5.125666807,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz4,18.48527786,18.40111135,18.60333349,26.66138949,26.64111159,26.69888965,85.53888889,68.70277778,8.176111629,6.993348838,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz5,24.3424994,24.30222147,24.35999947,25.32499933,25.30999928,25.33222158,60,0,0.9824999332,0.5894999599,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T09:00:00+00:00,cdz6,24.12222269,24.10000038,24.14555611,24.97388879,24.96111096,24.98222215,60,0,0.8516661008,0.5109996605,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz1,24.60250032,24.51444475,24.66444465,24.3949996,24.34444385,24.42666639,60,0,0,0,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz2,22.91583323,22.65888882,23.12666654,25.07666696,25.05000019,25.10333373,60,3.922222222,2.160833724,1.296500235,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz3,16.74249972,16.7144442,16.79999953,24.84833331,24.72333353,24.97999992,60,0.625,8.105833583,4.86350015,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz4,17.77527787,17.01222227,18.58333348,26.66305617,26.63111161,26.67777846,86.53333333,69.98611111,8.887778303,7.680127521,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz5,23.65611099,22.97777769,24.39999962,25.34805503,25.29555492,25.40222185,60,14.23611111,1.691944038,1.015166423,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T10:00:00+00:00,cdz6,24.15611163,24.09222257,24.21555608,24.96388875,24.90111073,25.02666677,60,0,0.8077771187,0.4846662712,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz1,24.51361123,24.34333301,24.72666702,24.46694432,24.34888831,24.58222254,60,0,0.06222230064,0.03733338038,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz2,22.36444448,21.24666676,23.53444458,25.09472258,25.07888919,25.11333377,60,8.663888889,2.7302781,1.63816686,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz3,16.77416628,16.75999955,16.79333284,24.69305534,24.5377779,24.85555503,60,0,7.918889062,4.751333437,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz4,16.69222209,16.47777767,16.91333302,26.57777807,26.50666669,26.6666673,79.58888889,64.66111111,9.885555988,7.865415692,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz5,22.96694432,22.92666639,23.01666673,25.32611048,25.29555486,25.37222173,60,25,2.359166161,1.415499697,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T11:00:00+00:00,cdz6,24.05388909,24,24.10000038,24.94444423,24.89999962,25,60,0,0.8905551381,0.5343330828,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz1,24.53694418,24.44888869,24.65888841,24.60222261,24.56444469,24.6522228,60,0,0.08888936573,0.05333361944,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz2,21.65250014,20.78000018,22.40555562,25.16083359,25.08444477,25.30666642,60,10.85277778,3.508333455,2.105000073,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz3,16.79861086,16.64888874,17,24.91722217,24.7888884,25.05111131,60,2.361111111,8.118611307,4.871166784,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz4,16.76805539,16.56333351,16.90333296,26.55500021,26.49666665,26.60222261,78.26111111,64.21666667,9.786944818,7.657442184,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz5,23.1050004,23.0722225,23.17444511,25.37611064,25.35444389,25.3988885,60,25,2.271110238,1.362666143,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T12:00:00+00:00,cdz6,24.18444457,24.10333373,24.29999924,25.0813892,25.00222223,25.19777853,60,0,0.8969446288,0.5381667773,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz1,24.26805526,24.08111136,24.3911107,24.68361121,24.51888896,24.78777733,60,0,0.4155559487,0.2493335692,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz2,19.87277779,18.97666658,20.31777787,25.36861069,25.34222194,25.40333296,60,21.94444444,5.495832904,3.297499743,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz3,16.99361116,16.93444447,17.05222242,24.55305556,24.51333338,24.66111092,60,0,7.559444401,4.535666641,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz4,16.51027783,16.31555525,16.65333362,26.4436109,26.39999962,26.48444439,73.00833333,62.43333333,9.933333063,7.250775727,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz5,23.27972187,23.24666672,23.31999931,25.47333323,25.42999973,25.51666673,60,25,2.193611357,1.316166814,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T13:00:00+00:00,cdz6,24.44388867,24.38111066,24.5,25.29722199,25.23777796,25.37333285,60,0,0.8533333196,0.5119999917,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz1,24.33138844,24.29999968,24.35777724,24.43444419,24.31333262,24.49888888,60,0,0.105555847,0.06333350817,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz2,20.52111109,20.2955556,20.68777784,25.33749943,25.3122217,25.34888831,60,17.08888889,4.816388342,2.889833005,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz3,17.03888903,16.9222222,17.14888918,24.64277812,24.57888919,24.71888892,60,0,7.603889089,4.562333453,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz4,16.46027774,16.33999956,16.64666691,26.44166644,26.39999962,26.50777781,72.57777778,62.64166667,9.981388707,7.245230822,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz5,22.88250003,21.8,23.30333263,25.50166639,25.4055552,25.69999985,60,27.70833333,2.619166358,1.571499815,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T14:00:00+00:00,cdz6,24.10444416,23.19555548,24.50444446,25.31972266,25.2122228,25.5877779,60,2.5,1.215278498,0.729167099,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz1,24.37055506,24.31333262,24.39999962,24.52305564,24.50555558,24.56333357,60,0,0.1525005817,0.09150034904,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz2,20.5572222,20.22000018,20.75999989,25.31916599,25.29777705,25.36111058,60,16.25555556,4.761943791,2.857166274,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz3,17.0919448,17.04444476,17.14888946,24.36777753,24.26333313,24.48888885,60,0,7.275832733,4.36549964,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz4,16.34083316,16.2888887,16.44777758,26.38722181,26.35888844,26.39999962,70.08055556,62.375,10.04638866,7.04056311,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz5,23.21111165,23.19333407,23.23666687,25.4566665,25.42111081,25.49555554,60,25,2.245554855,1.347332913,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T15:00:00+00:00,cdz6,24.40444408,24.39999962,24.41777746,25.20916729,25.20000076,25.22777812,60,0,0.8047232098,0.4828339259,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T16:00:00+00:00,cdz1,24.31444412,24.19222198,24.39999962,24.59333346,24.54444461,24.70000013,60,0,0.2788893382,0.1673336029,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T16:00:00+00:00,cdz2,20.42166664,19.82888889,20.77444407,25.34249951,25.29999924,25.41888875,60,18.63888889,4.920832872,2.952499723,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
2022-07-01T16:00:00+00:00,cdz3,17.01444454,16.86555551,17.14555567,24.43722194,24.35444389,24.47999982,60,0,7.422777398,4.453666439,4,4,1,"Hourly aggregation from Vertiv AC-unit 15-min table; Supply/return air temperatures are AC-unit-level, not rack inlet temperature."
