rack_id,zone,row,col,source_dataset,node_count,hotspot_risk,evidence,ac_unit,ac_mapping_source,ac_mapping_status,ac_mapping_evidence
rack_it_010,room_y_2,2,11,m100_raw,13,0.6930309378556903,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_011,room_y_2,2,10,m100_raw,18,0.5559571765081216,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_012,room_y_2,2,9,m100_raw,18,0.5362069537954202,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_013,room_y_2,2,8,m100_raw,19,0.5085421030093904,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_014,room_y_2,2,7,m100_raw,19,0.45314780198041227,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_015,room_y_2,2,6,m100_raw,17,0.5590628935532207,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_016,room_y_2,2,5,m100_raw,17,0.5880255761481263,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz5,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_017,room_y_2,2,4,m100_raw,17,0.7906606617874306,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz6,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_018,room_y_6,6,20,m100_raw,18,0.24505430850880816,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_019,room_y_6,6,19,m100_raw,18,0.28105344862158677,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_020,room_y_6,6,18,m100_raw,17,0.2898612400925087,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_021,room_y_6,6,17,m100_raw,17,0.22219965107120052,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_022,room_y_6,6,16,m100_raw,14,0.23650224208621257,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_023,room_y_6,6,15,m100_raw,18,0.35659821681250015,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_024,room_y_6,6,14,m100_raw,17,0.3895677234061031,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_025,room_y_6,6,12,m100_raw,20,0.4485240300183728,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_026,room_y_6,6,11,m100_raw,17,0.4847064346184782,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_027,room_y_6,6,10,m100_raw,18,0.46803412275278494,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_028,room_y_6,6,9,m100_raw,19,0.3953218832822555,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_029,room_y_6,6,7,m100_raw,17,0.3817397314631037,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz3,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_030,room_y_6,6,6,m100_raw,18,0.4185549507016776,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz3,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_031,room_y_6,6,5,m100_raw,16,0.43614816416113605,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz3,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_032,room_y_6,6,4,m100_raw,20,0.26479393435413345,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz4,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_033,room_y_10,10,20,m100_raw,15,0.2732277592632678,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_034,room_y_10,10,19,m100_raw,20,0.314627970051962,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_035,room_y_10,10,18,m100_raw,20,0.3345744887835931,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_036,room_y_10,10,17,m100_raw,18,0.3055446481639771,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_037,room_y_10,10,16,m100_raw,15,0.28325974766824796,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_038,room_y_10,10,15,m100_raw,19,0.26650729707290727,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_039,room_y_10,10,14,m100_raw,18,0.28489738858889846,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz1,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_040,room_y_10,10,13,m100_raw,17,0.2964821426334723,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_041,room_y_10,10,12,m100_raw,20,0.3259756548376771,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_042,room_y_10,10,11,m100_raw,18,0.43910808334518825,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_043,room_y_10,10,10,m100_raw,17,0.3553729153152285,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_044,room_y_10,10,9,m100_raw,20,0.41451479854593354,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz2,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_045,room_y_10,10,7,m100_raw,20,0.4208642633190416,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz4,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_046,room_y_10,10,6,m100_raw,20,0.3847204124058177,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz4,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_047,room_y_10,10,5,m100_raw,18,0.4243147535558319,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz4,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
rack_it_048,room_y_10,10,4,m100_raw,18,0.739942429161037,rack mapping: M100 measured rack/location; cap proxies from rack p99 load; hotspot: M100 IPMI ambient/inlet-candidate temperature exceedance + load volatility,cdz4,external_user_provided_image,external_mapping,External AC-unit to rack grouping image provided by user; cdz5+cdz6 split applied with rack 17 assigned to cdz6 and racks 0-16 to cdz5.
